"barcode","SampleType","RawCount","logCPM"
"TCGA-H6-A45N","Primary Tumor",5898,7.54381831009211
"TCGA-H6-8124","Solid Tissue Normal",8472,7.06584294404566
"TCGA-3A-A9I5","Primary Tumor",2029,5.6944771903673
"TCGA-FB-AAQ0","Primary Tumor",3471,6.45677585253399
"TCGA-3E-AAAZ","Primary Tumor",13332,7.77602259546991
"TCGA-3E-AAAY","Primary Tumor",6735,7.01416242183462
"TCGA-2L-AAQI","Primary Tumor",12047,8.02078688248493
"TCGA-YB-A89D","Primary Tumor",8088,7.53721645138838
"TCGA-S4-A8RP","Primary Tumor",5009,6.67402806225582
"TCGA-FB-AAPQ","Primary Tumor",1104,5.53592565691705
"TCGA-HZ-A77Q","Primary Tumor",7975,7.73649073804601
"TCGA-HZ-A77O","Primary Tumor",14671,8.57798378373319
"TCGA-LB-A8F3","Primary Tumor",2855,6.14039930418969
"TCGA-IB-7654","Primary Tumor",22552,8.46986626249623
"TCGA-IB-AAUV","Primary Tumor",5374,6.49065217061201
"TCGA-HZ-7289","Primary Tumor",2691,6.29116975605808
"TCGA-RL-AAAS","Primary Tumor",4690,6.75192115122459
"TCGA-IB-7888","Primary Tumor",5974,7.16952335775187
"TCGA-IB-AAUP","Primary Tumor",15232,8.05265414134919
"TCGA-RB-A7B8","Primary Tumor",4780,6.84207496826152
"TCGA-2J-AABR","Primary Tumor",4710,6.97641805341993
"TCGA-IB-A5ST","Primary Tumor",8001,7.2161956304803
"TCGA-IB-AAUM","Primary Tumor",6770,7.48402690329788
"TCGA-US-A779","Primary Tumor",4978,6.80685647146142
"TCGA-2J-AABV","Primary Tumor",1673,6.86394629242496
"TCGA-IB-A6UG","Primary Tumor",9524,7.69904349763341
"TCGA-2J-AABA","Primary Tumor",3706,6.60929312403912
"TCGA-2J-AABE","Primary Tumor",7102,7.59224791312509
"TCGA-XD-AAUL","Primary Tumor",3817,6.18037317201889
"TCGA-XN-A8T5","Primary Tumor",8102,7.63859046187148
"TCGA-US-A77G","Primary Tumor",6764,7.10223657641719
"TCGA-HZ-8315","Primary Tumor",17525,7.96739052152479
"TCGA-F2-A7TX","Primary Tumor",9022,7.62271179133661
"TCGA-Q3-A5QY","Primary Tumor",4629,6.60371193508911
"TCGA-IB-7644","Primary Tumor",8347,7.08369347041303
"TCGA-HZ-8005","Primary Tumor",26097,9.19148481007159
"TCGA-HV-A5A6","Primary Tumor",6520,7.26053481923493
"TCGA-F2-A44H","Primary Tumor",3436,7.40313768488829
"TCGA-LB-A7SX","Primary Tumor",7430,7.02599360570519
"TCGA-OE-A75W","Primary Tumor",3363,6.25134030625885
"TCGA-HZ-7925","Primary Tumor",15830,7.91166036434302
"TCGA-FB-AAPZ","Primary Tumor",10749,8.43346468809911
"TCGA-IB-7646","Primary Tumor",5676,7.14874841992237
"TCGA-US-A776","Primary Tumor",6189,6.99395362952924
"TCGA-IB-7887","Primary Tumor",9060,7.2044303538061
