"barcode","SampleType","RawCount","logCPM","CD8_Tscore","Tcell_score","Leukocyte_score"
"TCGA-CQ-A4CD","Primary Tumor",15322,8.30785195410859,199,221.666666666667,993
"TCGA-CQ-A4CE","Primary Tumor",25448,9.1155750314304,331.5,354.666666666667,1180
"TCGA-CQ-A4CG","Primary Tumor",24295,8.73488998098767,23.5,47,528
"TCGA-CQ-A4CH","Primary Tumor",18897,8.3094966230048,11,78.3333333333333,820
"TCGA-CQ-A4CI","Primary Tumor",21425,8.47499816911126,39,62.3333333333333,192
"TCGA-CR-5243","Primary Tumor",22228,8.29519391344172,794.5,1261.66666666667,4338
"TCGA-CR-5247","Primary Tumor",32135,9.68383574213006,6,26.6666666666667,101
"TCGA-CR-5248","Primary Tumor",15805,8.20030897027411,1542.5,1954.66666666667,10028
"TCGA-CR-5249","Primary Tumor",28186,8.76770328725058,1055.5,1798,10383
"TCGA-CR-5250","Primary Tumor",24214,8.65412703781671,293.5,1025,3008
"TCGA-CR-6467","Primary Tumor",47012,8.63383883338882,4572.5,3443.33333333333,13124
"TCGA-CR-6470","Primary Tumor",27781,8.64530810432739,2175,2415,10167
"TCGA-CR-6471","Primary Tumor",46383,9.68257829114276,1479.5,1348,5602
"TCGA-CR-6472","Primary Tumor",24611,8.93230698640531,143.5,267.333333333333,945
"TCGA-CR-6473","Primary Tumor",11566,7.83462126007989,160.5,409,956
"TCGA-CR-6474","Primary Tumor",40156,9.29109515881965,244.5,401.333333333333,4089
"TCGA-CR-6477","Primary Tumor",22088,8.60815666485567,163,562.333333333333,2978
"TCGA-CR-6478","Primary Tumor",34817,8.83176567594584,1614.5,1993.66666666667,12430
"TCGA-CR-6480","Primary Tumor",40602,9.23747956739287,415.5,607.333333333333,2058
"TCGA-CR-6481","Primary Tumor",23592,8.46518009371263,2956.5,3817.66666666667,17276
"TCGA-CR-6482","Primary Tumor",23030,8.37948149489281,1029.5,2420,13283
"TCGA-CR-6484","Primary Tumor",25374,8.83158849351688,779,888.666666666667,4743
"TCGA-CR-6487","Primary Tumor",24878,8.40136701928623,5464.5,3755,14197
"TCGA-CR-6488","Primary Tumor",26604,8.42573295243996,321,523.333333333333,4504
"TCGA-CR-6491","Primary Tumor",20839,8.7971143266629,240,321.666666666667,569
"TCGA-CR-6492","Primary Tumor",32676,8.91685142941275,283,449.333333333333,1664
"TCGA-CR-6493","Primary Tumor",54905,10.0741800753433,61.5,80,358
"TCGA-CR-7364","Primary Tumor",36710,9.45179706922516,69,264.666666666667,2073
"TCGA-CR-7365","Primary Tumor",37710,9.35905465471801,101,133.666666666667,956
"TCGA-CR-7367","Primary Tumor",33057,8.81320700230563,607,585.333333333333,4881
"TCGA-CR-7368","Primary Tumor",49631,9.29588390723683,452.5,695.666666666667,5007
"TCGA-CR-7369","Primary Tumor",35933,9.0644464327348,372,443.333333333333,3015
"TCGA-CR-7370","Primary Tumor",47177,9.09723552374939,452,389.666666666667,2489
"TCGA-CR-7371","Primary Tumor",38696,9.07853885194253,645.5,1030.33333333333,5711
"TCGA-CR-7372","Primary Tumor",33334,9.32237725110701,121,246.333333333333,1263
"TCGA-CR-7373","Primary Tumor",42525,9.53346626641871,628.5,1141.33333333333,4017
"TCGA-CR-7374","Primary Tumor",30044,8.69219223302383,329.5,571.333333333333,2698
"TCGA-CR-7376","Primary Tumor",22433,8.47295600456135,1953.5,2394.33333333333,16338
"TCGA-CR-7377","Primary Tumor",39240,9.33074974117518,1761,1849.66666666667,9115
"TCGA-CR-7379","Primary Tumor",41539,9.51112691089511,99.5,143,2181
"TCGA-CR-7380","Primary Tumor",28659,9.37041246687729,161.5,241.333333333333,2064
"TCGA-CR-7382","Primary Tumor",32935,8.87368228923743,762.5,882.666666666667,12187
"TCGA-CR-7383","Primary Tumor",34471,9.10426121965747,459.5,875.666666666667,3427
"TCGA-CR-7385","Primary Tumor",21499,9.1088656579519,514.5,766,2933
"TCGA-CR-7386","Primary Tumor",16049,8.70640730649147,426,711.666666666667,4123
"TCGA-CR-7388","Primary Tumor",14931,8.25774251822031,289.5,533,4215
"TCGA-CR-7389","Primary Tumor",27453,8.87069871544587,104,317.333333333333,2806
"TCGA-CR-7390","Primary Tumor",41452,9.44875940413804,42,81.6666666666667,991
"TCGA-CR-7391","Primary Tumor",24325,8.97735881115773,1021.5,1223.33333333333,5000
"TCGA-CR-7392","Primary Tumor",24999,9.05223466491871,846,945.666666666667,5402
"TCGA-CR-7393","Primary Tumor",24454,9.2850678341276,637.5,1160.33333333333,6894
