"barcode","SampleType","RawCount","logCPM","CD8_Tscore","Tcell_score","Leukocyte_score"
"TCGA-B5-A1MV","Primary Tumor",15418,9.00546462192695,61.5,116.333333333333,620
"TCGA-B5-A1MW","Primary Tumor",15359,8.2246606800518,35,54.3333333333333,218
"TCGA-B5-A1MX","Primary Tumor",3675,7.00120690445134,188.5,246,649
"TCGA-B5-A1MY","Primary Tumor",1930,6.08330536797211,101,54.6666666666667,218
"TCGA-B5-A1MZ","Primary Tumor",15832,9.43576109438484,63.5,163.666666666667,584
"TCGA-B5-A1N2","Primary Tumor",4561,7.25944817688394,93.5,138,300
"TCGA-B5-A3F9","Primary Tumor",23667,9.17547468816979,415,239.333333333333,781
"TCGA-B5-A3FA","Primary Tumor",22664,9.10523642522013,203.5,146.666666666667,360
"TCGA-B5-A3FB","Primary Tumor",21837,9.09141950612284,234,159.333333333333,526
"TCGA-B5-A3FC","Primary Tumor",2869,6.2004036655544,357.5,571.333333333333,1419
"TCGA-B5-A3FD","Primary Tumor",25881,9.21719874296035,276.5,117.333333333333,256
"TCGA-B5-A3FH","Primary Tumor",18063,9.01140916603534,46,151.333333333333,705
"TCGA-B5-A3S1","Primary Tumor",3964,6.90194970636726,115,144.666666666667,664
"TCGA-B5-A5OC","Primary Tumor",7050,7.15021445686128,1323.5,1292.66666666667,5320
"TCGA-B5-A5OD","Primary Tumor",3721,6.14846610923068,242,367.666666666667,1080
"TCGA-B5-A5OE","Primary Tumor",7430,7.0208283094246,25,44.3333333333333,219
"TCGA-BG-A0LW","Primary Tumor",4163,7.31814264322578,2276,49.6666666666667,249
"TCGA-BG-A0LX","Primary Tumor",2072,6.21454299080501,157,363,726
"TCGA-BG-A0M0","Primary Tumor",3701,7.35375662025968,27.5,15.6666666666667,25
"TCGA-BG-A0M2","Primary Tumor",5608,8.10148049985705,92.5,219,473
"TCGA-BG-A0M3","Primary Tumor",12817,9.33025340070285,35,59.6666666666667,125
"TCGA-BG-A0M4","Primary Tumor",2740,7.29449782953011,38,32.3333333333333,245
"TCGA-BG-A0M6","Primary Tumor",3498,7.14024760946189,14.5,22.6666666666667,55
"TCGA-BG-A0M7","Primary Tumor",9441,8.93226594508258,107.5,178.666666666667,307
"TCGA-BG-A0M8","Primary Tumor",3154,7.59278545247307,280.5,641,775
"TCGA-BG-A0M9","Primary Tumor",2973,7.65400787599927,16.5,18,63
"TCGA-BG-A0MA","Primary Tumor",5310,7.57133788298056,226.5,115.333333333333,192
